#input_bin	[u|k]_[S|G|F]GBid:taxa_level:taxonomy:avg_dist	top_hit_sp	top_hit_genome
439-244	kSGB_13604:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae|g__Leptospira|s__Leptospira_hartskeerlii|t__SGB13604:0.405585	Leptospira_hartskeerlii	SGB13604
323-13	kSGB_5842:Species:k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_pneumosintes|t__SGB5842:0.0157070204	Dialister_pneumosintes	SGB5842
390-1	uSGB_1318:Other:k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB495|o__OFGB495|f__FGB495|g__GGB1024|s__GGB1024_SGB1318|t__SGB1318:0.154223	GGB1024_SGB1318	SGB1318
443-248	kSGB_24396:Species:k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp_MOS002|t__SGB24396:0.306598	Bradyrhizobium_sp_MOS002	SGB24396
440-245	kSGB_46452:Species:k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_abortus|t__SGB46452:0.320287	Chlamydia_abortus	SGB46452
446-250	uSGB_19592:Other:k__Bacteria|p__Candidatus_Microgenomates|c__CFGB4266|o__OFGB4266|f__FGB4266|g__GGB12615|s__GGB12615_SGB19592|t__SGB19592:0.405585	GGB12615_SGB19592	SGB19592
358-171	uSGB_3588:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3588|t__SGB3588:0.021878050000000003	Treponema_SGB3588	SGB3588
441-246	uSGB_48107:Other:k__Bacteria|p__Bacteroidetes|c__CFGB10536|o__OFGB10536|f__FGB10536|g__GGB32133|s__GGB32133_SGB48107|t__SGB48107:0.195553	GGB32133_SGB48107	SGB48107
381-192	kSGB_12664:Species:k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Ottowia|s__Ottowia_sp_Marseille_P4747|t__SGB12664:0.2507746153846154	Ottowia_sp_Marseille_P4747	SGB12664
454-258	kSGB_46452:Species:k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_abortus|t__SGB46452:0.295981	Chlamydia_abortus	SGB46452
447-251	uSGB_1:Other:k__Bacteria|p__Firmicutes|c__CFGB1|o__OFGB1|f__FGB1|g__GGB1|s__GGB1_SGB1|t__SGB1:1.0	GGB1_SGB1	SGB1
458-261	uSGB_26091:Other:k__Bacteria|p__Proteobacteria|c__CFGB5931|o__OFGB5931|f__FGB5931|g__GGB17476|s__GGB17476_SGB26091|t__SGB26091:0.405585	GGB17476_SGB26091	SGB26091
450-254	uSGB_4495:Genus:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_SGB4495|t__SGB4495:0.185354	Lachnoanaerobaculum_SGB4495	SGB4495
461-264	uSGB_14910:Family:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9512|s__GGB9512_SGB14910|t__SGB14910:0.405585	GGB9512_SGB14910	SGB14910
452-256	uSGB_2042:Genus:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_SGB2042|t__SGB2042:0.22745733333333337	Porphyromonas_SGB2042	SGB2042
460-263	kSGB_5265:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum|s__Stomatobaculum_longum|t__SGB5265:0.16605996875	Stomatobaculum_longum	SGB5265
451-255	kSGB_28525:Species:k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_showae|t__SGB28525:0.174048	Campylobacter_showae	SGB28525
457-260	uSGB_47843:Family:k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__GGB38154|s__GGB38154_SGB47843|t__SGB47843:0.287309	GGB38154_SGB47843	SGB47843
453-257	uSGB_6003:Genus:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_SGB6003|t__SGB6003:0.180587	Fusobacterium_SGB6003	SGB6003
463-266	uSGB_6013:Genus:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_SGB6013|t__SGB6013:0.18187733333333334	Fusobacterium_SGB6013	SGB6013
466-269	uSGB_1992:Genus:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_SGB1992|t__SGB1992:0.143092	Porphyromonas_SGB1992	SGB1992
469-271	kSGB_50618:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pneumoniae|t__SGB50618:0.125099	Streptococcus_pneumoniae	SGB50618
473-275	kSGB_21589:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_heparinolyticus|t__SGB21589:0.25600524999999996	Bacteroides_heparinolyticus	SGB21589
470-272	uSGB_3605:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3605|t__SGB3605:0.192258	Treponema_SGB3605	SGB3605
471-273	uSGB_3604:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3604|t__SGB3604:0.207842	Treponema_SGB3604	SGB3604
455-259	kSGB_1560:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia|t__SGB1560:0.1667770703125	Prevotella_intermedia	SGB1560
456-25	uSGB_56800:Other:k__Bacteria|p__Proteobacteria|c__CFGB10504|o__OFGB10504|f__FGB10504|g__GGB32087|s__GGB32087_SGB56800|t__SGB56800:0.26803	GGB32087_SGB56800	SGB56800
464-267	uSGB_3585:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3585|t__SGB3585:0.09953855	Treponema_SGB3585	SGB3585
479-280	uSGB_19432:Genus:k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_SGB19432|t__SGB19432:0.200342	Campylobacter_SGB19432	SGB19432
482-283	uSGB_51087:Other:k__Bacteria|p__Cyanobacteria|c__CFGB10662|o__OFGB10662|f__FGB10662|g__GGB32356|s__GGB32356_SGB51087|t__SGB51087:0.7027924999999999	GGB32356_SGB51087	SGB51087
474-276	uSGB_48510:Family:k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__GGB35710|s__GGB35710_SGB48510|t__SGB48510:0.213325	GGB35710_SGB48510	SGB48510
483-284	uSGB_39238:Other:k__Bacteria|p__Firmicutes|c__CFGB9120|o__OFGB9120|f__FGB9120|g__GGB27031|s__GGB27031_SGB39238|t__SGB39238:0.372583	GGB27031_SGB39238	SGB39238
485-286	kSGB_3602:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_vincentii|t__SGB3602:0.33693075	Treponema_vincentii	SGB3602
480-281	kSGB_5995:Species:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_periodonticum|t__SGB5995:0.273629	Fusobacterium_periodonticum	SGB5995
487-288	kSGB_50616:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pneumoniae|t__SGB50616:0.112896	Streptococcus_pneumoniae	SGB50616
484-285	kSGB_30306:Species:k__Bacteria|p__Candidatus_Atribacteria|c__Candidatus_Atribacteria_unclassified|o__Candidatus_Atribacteria_unclassified|f__Candidatus_Atribacteria_unclassified|g__Candidatus_Atribacteria_unclassified|s__Atribacteria_bacterium_JGI_0000014_F07|t__SGB30306:0.231311	Atribacteria_bacterium_JGI_0000014_F07	SGB30306
488-289	uSGB_48695:Other:k__Bacteria|p__Firmicutes|c__CFGB13878|o__OFGB13878|f__FGB13878|g__GGB38062|s__GGB38062_SGB48695|t__SGB48695:0.312952	GGB38062_SGB48695	SGB48695
477-279	uSGB_47362:Genus:k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_SGB47362|t__SGB47362:0.177011	Variovorax_SGB47362	SGB47362
384-195	kSGB_1536:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nanceiensis|t__SGB1536:0.03654281686746988	Prevotella_nanceiensis	SGB1536
491-291	uSGB_1:Other:k__Bacteria|p__Firmicutes|c__CFGB1|o__OFGB1|f__FGB1|g__GGB1|s__GGB1_SGB1|t__SGB1:1.0	GGB1_SGB1	SGB1
408-216	kSGB_8169:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis|t__SGB8169:0.0511832	Streptococcus_mitis	SGB8169
395-204	kSGB_3612:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_denticola|t__SGB3612:0.06518055	Treponema_denticola	SGB3612
476-278	uSGB_4500:Family:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3394|s__GGB3394_SGB4500|t__SGB4500:0.22559	GGB3394_SGB4500	SGB4500
490-290	uSGB_6004:Genus:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_SGB6004|t__SGB6004:0.16840149999999998	Fusobacterium_SGB6004	SGB6004
481-282	kSGB_7295:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_morbillorum|t__SGB7295:0.13930592857142857	Gemella_morbillorum	SGB7295
492-292	kSGB_2486:Species:k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_sp_oral_taxon_863|t__SGB2486:0.270747	Capnocytophaga_sp_oral_taxon_863	SGB2486
412-21	kSGB_24947:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_oral_taxon_500|t__SGB24947:0.0263356	Lachnospiraceae_bacterium_oral_taxon_500	SGB24947
493-293	kSGB_11394:Species:k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_sp_Leaf123|t__SGB11394:0.405585	Methylobacterium_sp_Leaf123	SGB11394
494-294	uSGB_1649:Genus:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1649|t__SGB1649:0.405585	Prevotella_SGB1649	SGB1649
495-295	uSGB_1:Other:k__Bacteria|p__Firmicutes|c__CFGB1|o__OFGB1|f__FGB1|g__GGB1|s__GGB1_SGB1|t__SGB1:1.0	GGB1_SGB1	SGB1
449-253	uSGB_8029:Genus:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB8029|t__SGB8029:0.320287	Streptococcus_SGB8029	SGB8029
500-29	uSGB_19433:Genus:k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_SGB19433|t__SGB19433:0.372583	Campylobacter_SGB19433	SGB19433
467-26	kSGB_5840:Species:k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_micraerophilus|t__SGB5840:0.030079275000000003	Dialister_micraerophilus	SGB5840
497-297	uSGB_3609:Family:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__GGB2674|s__GGB2674_SGB3609|t__SGB3609:0.287309	GGB2674_SGB3609	SGB3609
498-298	kSGB_5894:Species:k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_infelix|t__SGB5894:0.312952	Selenomonas_infelix	SGB5894
502-300	kSGB_7273:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Acetatifactor|s__Acetatifactor_muris|t__SGB7273:0.35328	Acetatifactor_muris	SGB7273
407-215	kSGB_4503:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Catonella|s__Catonella_morbi|t__SGB4503:0.051533725	Catonella_morbi	SGB4503
505-303	kSGB_8342:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus_subterraneus|t__SGB8342:0.5541887499999999	Geobacillus_subterraneus	SGB8342
423-22	uSGB_4474:Other:k__Bacteria|p__Firmicutes|c__CFGB1394|o__OFGB1394|f__FGB1394|g__GGB3386|s__GGB3386_SGB4474|t__SGB4474:0.013227683333333332	GGB3386_SGB4474	SGB4474
406-214	kSGB_2495:Species:k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_leadbetteri|t__SGB2495:0.04435033625	Capnocytophaga_leadbetteri	SGB2495
506-304	kSGB_3616:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_putidum|t__SGB3616:0.35328	Treponema_putidum	SGB3616
504-302	kSGB_1557:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia|t__SGB1557:0.39994640625	Prevotella_bivia	SGB1557
448-252	uSGB_18239:Other:k__Bacteria|p__Proteobacteria|c__CFGB3686|o__OFGB3686|f__FGB3686|g__GGB11511|s__GGB11511_SGB18239|t__SGB18239:0.405585	GGB11511_SGB18239	SGB18239
503-301	kSGB_30420:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Acidibacillus|s__Acidibacillus_sulfuroxidans|t__SGB30420:0.217673	Acidibacillus_sulfuroxidans	SGB30420
507-305	kSGB_8026:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus|t__SGB8026:0.28333985185185184	Streptococcus_constellatus	SGB8026
419-226	uSGB_3598:Other:k__Bacteria|p__Firmicutes|c__CFGB1021|o__OFGB1021|f__FGB1021|g__GGB2671|s__GGB2671_SGB3598|t__SGB3598:0.0270217	GGB2671_SGB3598	SGB3598
509-307	uSGB_48670:Family:k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Thaumarchaeota_unclassified|f__Thaumarchaeota_unclassified|g__GGB32770|s__GGB32770_SGB48670|t__SGB48670:0.276697	GGB32770_SGB48670	SGB48670
518-315	kSGB_5418:Species:k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiales_unclassified|g__Candidatus_Hodgkinia|s__Candidatus_Hodgkinia_cicadicola|t__SGB5418:0.372583	Candidatus_Hodgkinia_cicadicola	SGB5418
516-313	kSGB_5988:Species:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_sp_oral_taxon_370|t__SGB5988:0.27958099999999997	Fusobacterium_sp_oral_taxon_370	SGB5988
513-310	kSGB_56826:Species:k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_aeruginosa|t__SGB56826:0.159146	Pseudomonas_aeruginosa	SGB56826
510-308	kSGB_21589:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_heparinolyticus|t__SGB21589:0.30519699999999994	Bacteroides_heparinolyticus	SGB21589
527-323	uSGB_45423:Genus:k__Bacteria|p__Candidatus_Marinimicrobia|c__Candidatus_Marinimicrobia_unclassified|o__Candidatus_Marinimicrobia_unclassified|f__Candidatus_Marinimicrobia_unclassified|g__Candidatus_Marinimicrobia_unclassified|s__Candidatus_Marinimicrobia_unclassified_SGB45423|t__SGB45423:0.35328	Candidatus_Marinimicrobia_unclassified_SGB45423	SGB45423
521-318	uSGB_1:Other:k__Bacteria|p__Firmicutes|c__CFGB1|o__OFGB1|f__FGB1|g__GGB1|s__GGB1_SGB1|t__SGB1:1.0	GGB1_SGB1	SGB1
520-317	kSGB_5934:Species:k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_salivarium|t__SGB5934:0.2261406	Mycoplasma_salivarium	SGB5934
445-24	kSGB_6939:Species:k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula|t__SGB6939:0.03470057064516129	Veillonella_parvula	SGB6939
517-314	uSGB_3605:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3605|t__SGB3605:0.232543	Treponema_SGB3605	SGB3605
514-311	kSGB_19429:Species:k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_hominis|t__SGB19429:0.13326699999999997	Campylobacter_hominis	SGB19429
522-319	kSGB_6631:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Johnsonella|s__Johnsonella_ignava|t__SGB6631:0.279978	Johnsonella_ignava	SGB6631
511-309	kSGB_1855:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis|t__SGB1855:0.19140466750948168	Bacteroides_fragilis	SGB1855
519-316	uSGB_48584:Genus:k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Vulcanisaeta|s__Vulcanisaeta_SGB48584|t__SGB48584:0.187713	Vulcanisaeta_SGB48584	SGB48584
528-324	uSGB_8148:Genus:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB8148|t__SGB8148:0.188197	Streptococcus_SGB8148	SGB8148
533-329	kSGB_11576:Species:k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_sp_C_1|t__SGB11576:0.405585	Sphingopyxis_sp_C_1	SGB11576
478-27	kSGB_2057:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_gingivalis|t__SGB2057:0.020764322784810125	Porphyromonas_gingivalis	SGB2057
530-326	uSGB_2210:Other:k__Bacteria|p__Bacteroidetes|c__CFGB652|o__OFGB652|f__FGB652|g__GGB1613|s__GGB1613_SGB2210|t__SGB2210:0.35328	GGB1613_SGB2210	SGB2210
532-328	kSGB_9652:Species:k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_haemolyticus|t__SGB9652:0.22038273684210527	Haemophilus_haemolyticus	SGB9652
515-312	kSGB_2502:Species:k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_sputigena|t__SGB2502:0.18819709523809527	Capnocytophaga_sputigena	SGB2502
524-320	kSGB_2502:Species:k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_sputigena|t__SGB2502:0.15387792063492062	Capnocytophaga_sputigena	SGB2502
427-233	kSGB_1540:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_denticola|t__SGB1540:0.024479372727272727	Prevotella_denticola	SGB1540
529-325	uSGB_7297:Genus:k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_SGB7297|t__SGB7297:0.188197	Gemella_SGB7297	SGB7297
444-249	kSGB_3612:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_denticola|t__SGB3612:0.0659444	Treponema_denticola	SGB3612
526-322	kSGB_2498:Species:k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_sp_ChDC_OS43|t__SGB2498:0.18082542857142858	Capnocytophaga_sp_ChDC_OS43	SGB2498
357-170	kSGB_32547:Species:k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Pelomonas|s__Pelomonas_saccharophila|t__SGB32547:0.086102	Pelomonas_saccharophila	SGB32547
536-331	uSGB_1:Other:k__Bacteria|p__Firmicutes|c__CFGB1|o__OFGB1|f__FGB1|g__GGB1|s__GGB1_SGB1|t__SGB1:1.0	GGB1_SGB1	SGB1
535-330	uSGB_45661:Family:k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Prochloraceae|g__GGB35772|s__GGB35772_SGB45661|t__SGB45661:0.372583	GGB35772_SGB45661	SGB45661
538-333	kSGB_27874:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Metaprevotella|s__Metaprevotella_massiliensis|t__SGB27874:0.263022	Metaprevotella_massiliensis	SGB27874
501-2	kSGB_6629:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor|s__Filifactor_alocis|t__SGB6629:0.03660496666666667	Filifactor_alocis	SGB6629
489-28	kSGB_6826:Species:k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei|t__SGB6826:0.03698153	Solobacterium_moorei	SGB6826
525-321	kSGB_5933:Species:k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_orale|t__SGB5933:0.19701475000000002	Mycoplasma_orale	SGB5933
472-274	kSGB_5985:Species:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_gonidiaformans|t__SGB5985:0.029681042105263164	Fusobacterium_gonidiaformans	SGB5985
539-334	uSGB_15219:Family:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9701|s__GGB9701_SGB15219|t__SGB15219:0.405585	GGB9701_SGB15219	SGB15219
547-341	kSGB_13474:Species:k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Nostocales|f__Calotrichaceae|g__Calothrix|s__Calothrix_sp_NIES_2100|t__SGB13474:0.405585	Calothrix_sp_NIES_2100	SGB13474
546-340	uSGB_45407:Genus:k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Kineosporiales|f__Kineosporiaceae|g__Kineosporia|s__Kineosporia_SGB45407|t__SGB45407:0.145921	Kineosporia_SGB45407	SGB45407
548-342	uSGB_1455:Family:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1138|s__GGB1138_SGB1455|t__SGB1455:0.28587225	GGB1138_SGB1455	SGB1455
553-347	uSGB_45339:Other:k__Bacteria|p__Firmicutes|c__CFGB11478|o__OFGB11478|f__FGB11478|g__GGB33658|s__GGB33658_SGB45339|t__SGB45339:0.405585	GGB33658_SGB45339	SGB45339
543-338	uSGB_2496:Genus:k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_SGB2496|t__SGB2496:0.276697	Capnocytophaga_SGB2496	SGB2496
554-348	uSGB_47309:Other:k__Bacteria|p__Firmicutes|c__CFGB13388|o__OFGB13388|f__FGB13388|g__GGB37151|s__GGB37151_SGB47309|t__SGB47309:0.35328	GGB37151_SGB47309	SGB47309
541-336	kSGB_17525:Species:k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Fretibacterium|s__Fretibacterium_fastidiosum|t__SGB17525:0.213325	Fretibacterium_fastidiosum	SGB17525
552-346	kSGB_21277:Species:k__Eukaryota|p__Ascomycota|c__Pneumocystidomycetes|o__Pneumocystidales|f__Pneumocystidaceae|g__Pneumocystis|s__Pneumocystis_carinii|t__SGB21277:0.405585	Pneumocystis_carinii	SGB21277
542-337	kSGB_17248:Species:k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__SGB17248:0.19866239474685954	Bifidobacterium_longum	SGB17248
555-349	kSGB_732:Species:k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae|t__SGB732:0.37885610743801645	Saccharomyces_cerevisiae	SGB732
557-350	uSGB_48360:Family:k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__GGB40369|s__GGB40369_SGB48360|t__SGB48360:0.223483	GGB40369_SGB48360	SGB48360
531-327	kSGB_21589:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_heparinolyticus|t__SGB21589:0.08938575	Bacteroides_heparinolyticus	SGB21589
559-352	uSGB_48585:Other:k__Bacteria|p__Bacteroidetes|c__CFGB12151|o__OFGB12151|f__FGB12151|g__GGB34875|s__GGB34875_SGB48585|t__SGB48585:0.306598	GGB34875_SGB48585	SGB48585
